sample_id,host_family,core,field,available,record_type,available_records,available_fraction,stage,qualified_samples
MA21_YSC00_CE04,YAG,True,Process,True,sample_field,,,,
HU16_CE005_T040,YAG,True,Process,True,sample_field,,,,
HU16_CE010_T040,YAG,True,Process,True,sample_field,,,,
HU16_CE020_T040,YAG,True,Process,True,sample_field,,,,
HU16_CE050_T040,YAG,True,Process,True,sample_field,,,,
HU16_CE070_T040,YAG,True,Process,True,sample_field,,,,
HU16_CE100_T040,YAG,True,Process,True,sample_field,,,,
HU16_CE010_T025,YAG,True,Process,True,sample_field,,,,
HU16_CE010_T050,YAG,True,Process,True,sample_field,,,,
HU16_CE010_T070,YAG,True,Process,True,sample_field,,,,
HU16_CE010_T100,YAG,True,Process,True,sample_field,,,,
SHA19_GD00,YAG,True,Process,True,sample_field,,,,
LI21_CE020_A000,YAG,True,Process,True,sample_field,,,,
LI21_CE040_A000,YAG,True,Process,True,sample_field,,,,
LI21_CE060_A000,YAG,True,Process,True,sample_field,,,,
LI21_CE080_A000,YAG,True,Process,True,sample_field,,,,
SIN17_X0015,YAG,True,Process,True,sample_field,,,,
SIN17_X0030,YAG,True,Process,True,sample_field,,,,
SIN17_X0050,YAG,True,Process,True,sample_field,,,,
SIN17_X0100,YAG,True,Process,True,sample_field,,,,
HU15_GD00,YAG,True,Process,True,sample_field,,,,
LI16_YAG_CE003,YAG,True,Process,True,sample_field,,,,
BARTA21_YAG,YAG,True,Process,True,sample_field,,,,
HUA19_YAGG_X100,YAGG,True,Process,True,sample_field,,,,
HUA19_YAGG_X200,YAGG,True,Process,True,sample_field,,,,
HUA19_YAGG_X300,YAGG,True,Process,True,sample_field,,,,
HUA19_YAGG_X400,YAGG,True,Process,True,sample_field,,,,
MOR16_YAGG,YAGG,True,Process,True,sample_field,,,,
BARTA21_YAGG_GA1,YAGG,True,Process,True,sample_field,,,,
BARTA21_YAGG_GA2,YAGG,True,Process,True,sample_field,,,,
DU18_YAMSG_X00,YAMSG,True,Process,True,sample_field,,,,
DU18_YAMSG_X05,YAMSG,True,Process,True,sample_field,,,,
UED11_YSGG_AS,YSGG,True,Process,True,sample_field,,,,
UED11_YSGG_O2,YSGG,True,Process,True,sample_field,,,,
LIU19_GDYAG_GD40,"(Y,Gd)AG",False,Process,True,sample_field,,,,
LIU19_GDYAG_GD50,"(Y,Gd)AG",False,Process,True,sample_field,,,,
LIU19_ACS_GAGG_T04,GAGG,False,Process,True,sample_field,,,,
LIU19_ACS_GAGG_T06,GAGG,False,Process,True,sample_field,,,,
LIU19_ACS_GAGG_T10,GAGG,False,Process,True,sample_field,,,,
CHE17_GA09,GAGG,False,Process,True,sample_field,,,,
HOS19_M2_1550,GGAG,False,Process,True,sample_field,,,,
HOS19_M2_1600,GGAG,False,Process,True,sample_field,,,,
HOS19_M2_1615,GGAG,False,Process,True,sample_field,,,,
HOS19_M2_1625,GGAG,False,Process,True,sample_field,,,,
HOS19_M4_1600,GGAG,False,Process,True,sample_field,,,,
HOS19_N2_1550,GGAG,False,Process,True,sample_field,,,,
HOS19_N2_1600,GGAG,False,Process,True,sample_field,,,,
HOS19_N2_1615,GGAG,False,Process,True,sample_field,,,,
HOS19_N2_1625,GGAG,False,Process,True,sample_field,,,,
HIR17_GYAG_CE035,GYAG,False,Process,True,sample_field,,,,
HIR17_GYAG_CE050,GYAG,False,Process,True,sample_field,,,,
HIR17_GYAG_CE065,GYAG,False,Process,True,sample_field,,,,
MA21_GYSC20_CE04,Gd-Y-ScAG,False,Process,True,sample_field,,,,
MA21_GSC20_CE04,Gd-Y-ScAG,False,Process,True,sample_field,,,,
MA21_GSC30_CE04,Gd-Y-ScAG,False,Process,True,sample_field,,,,
SUN20_LMAS_CE08,LMAS,False,Process,True,sample_field,,,,
SUN20_LMAS_CE02,LMAS,False,Process,True,sample_field,,,,
SUN20_LMAS_CE04,LMAS,False,Process,True,sample_field,,,,
SUN20_LMAS_CE06,LMAS,False,Process,True,sample_field,,,,
SUN20_LMAS_CE10,LMAS,False,Process,True,sample_field,,,,
SUN20_LMAS_CE12,LMAS,False,Process,True,sample_field,,,,
LIU14_LUAG,Lu3Al5O12,False,Process,True,sample_field,,,,
XU14_CE03,Lu3Al5O12,False,Process,True,sample_field,,,,
XU14_CE05,Lu3Al5O12,False,Process,True,sample_field,,,,
XU14_CE08,Lu3Al5O12,False,Process,True,sample_field,,,,
XU14_CE10,Lu3Al5O12,False,Process,True,sample_field,,,,
XU13_AS,Lu3Al5O12,False,Process,True,sample_field,,,,
XU13_ANN,Lu3Al5O12,False,Process,True,sample_field,,,,
XU17_PRISTINE,LuAG,False,Process,True,sample_field,,,,
XU17_LIF035,LuAG,False,Process,True,sample_field,,,,
ZHO22_SC_X150,LuAG solid solution,False,Process,True,sample_field,,,,
ZHO22_SC_X200,LuAG solid solution,False,Process,True,sample_field,,,,
LING24_LUGDAG_CE005_GD15,LuGdAG,False,Process,True,sample_field,,,,
LING24_LUGDAG_CE005_GD12,LuGdAG,False,Process,True,sample_field,,,,
MA20_SCLU30Y00,LuYSAG,False,Process,True,sample_field,,,,
MA20_SCLU25Y05,LuYSAG,False,Process,True,sample_field,,,,
MA20_SCLU20Y10,LuYSAG,False,Process,True,sample_field,,,,
NIS09_T0632,Y3Al5O12,False,Process,True,sample_field,,,,
NIS11_T01,Y3Al5O12,False,Process,True,sample_field,,,,
NIS11_T03,Y3Al5O12,False,Process,True,sample_field,,,,
LIU15_T02,Y3Al5O12,False,Process,True,sample_field,,,,
LIU15_T03,Y3Al5O12,False,Process,True,sample_field,,,,
LIU15_T05,Y3Al5O12,False,Process,True,sample_field,,,,
LIU15_T08,Y3Al5O12,False,Process,True,sample_field,,,,
LIU15_T15,Y3Al5O12,False,Process,True,sample_field,,,,
YAO19_CE01,Y3Al5O12,False,Process,True,sample_field,,,,
YAO19_CE05,Y3Al5O12,False,Process,True,sample_field,,,,
YAO19_CE10,Y3Al5O12,False,Process,True,sample_field,,,,
YAO19_CE20,Y3Al5O12,False,Process,True,sample_field,,,,
ZHU21_PRE1650,Y3Al5O12,False,Process,True,sample_field,,,,
ZHU21_PRE1700,Y3Al5O12,False,Process,True,sample_field,,,,
ZHU21_PRE1750,Y3Al5O12,False,Process,True,sample_field,,,,
SUN21_TUBE,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE005_S1,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE005_S2,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE005_S3,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE005_S4,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE005_S5,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE020_S1,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE020_S2,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE020_S3,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE020_S4,Y3Al5O12,False,Process,True,sample_field,,,,
SUN19_CE020_S5,Y3Al5O12,False,Process,True,sample_field,,,,
HUA23_LUYAG_X000,YAG,False,Process,True,sample_field,,,,
SIN17_X0015_2,YAG,False,Process,True,sample_field,,,,
SIN17_X0030_2,YAG,False,Process,True,sample_field,,,,
SIN17_X0050_2,YAG,False,Process,True,sample_field,,,,
SIN17_X0100_2,YAG,False,Process,True,sample_field,,,,
SIN17_X0150,YAG,False,Process,True,sample_field,,,,
SIN17_X0150_2,YAG,False,Process,True,sample_field,,,,
SIN17_X0200,YAG,False,Process,True,sample_field,,,,
SIN17_X0200_2,YAG,False,Process,True,sample_field,,,,
LI21_CE020_A900,YAG,False,Process,True,sample_field,,,,
LI21_CE020_A1000,YAG,False,Process,True,sample_field,,,,
LI21_CE020_A1100,YAG,False,Process,True,sample_field,,,,
LI21_CE020_A1200,YAG,False,Process,True,sample_field,,,,
LI21_CE020_A1300,YAG,False,Process,True,sample_field,,,,
LI21_CE020_A1400,YAG,False,Process,True,sample_field,,,,
LI21_CE040_A900,YAG,False,Process,True,sample_field,,,,
LI21_CE040_A1000,YAG,False,Process,True,sample_field,,,,
LI21_CE040_A1100,YAG,False,Process,True,sample_field,,,,
LI21_CE040_A1200,YAG,False,Process,True,sample_field,,,,
LI21_CE040_A1300,YAG,False,Process,True,sample_field,,,,
LI21_CE040_A1400,YAG,False,Process,True,sample_field,,,,
LI21_CE060_A900,YAG,False,Process,True,sample_field,,,,
LI21_CE060_A1000,YAG,False,Process,True,sample_field,,,,
LI21_CE060_A1100,YAG,False,Process,True,sample_field,,,,
LI21_CE060_A1200,YAG,False,Process,True,sample_field,,,,
LI21_CE060_A1300,YAG,False,Process,True,sample_field,,,,
LI21_CE060_A1400,YAG,False,Process,True,sample_field,,,,
LI21_CE080_A900,YAG,False,Process,True,sample_field,,,,
LI21_CE080_A1000,YAG,False,Process,True,sample_field,,,,
LI21_CE080_A1100,YAG,False,Process,True,sample_field,,,,
LI21_CE080_A1200,YAG,False,Process,True,sample_field,,,,
LI21_CE080_A1300,YAG,False,Process,True,sample_field,,,,
LI21_CE080_A1400,YAG,False,Process,True,sample_field,,,,
OSI17_CE001,YAG,False,Process,True,sample_field,,,,
OSI17_CE010,YAG,False,Process,True,sample_field,,,,
OSI17_CE030,YAG,False,Process,True,sample_field,,,,
OSI17_CE050,YAG,False,Process,True,sample_field,,,,
WAE14_YAG_CE001_T08,YAG,False,Process,True,sample_field,,,,
WAE14_YAG_CE005_T08,YAG,False,Process,True,sample_field,,,,
FEN08_YAG_CE05,YAG,False,Process,True,sample_field,,,,
FEN08_YAG_CE10,YAG,False,Process,True,sample_field,,,,
FEN08_YAG_CE20,YAG,False,Process,True,sample_field,,,,
FEN08_YAG_CE40,YAG,False,Process,True,sample_field,,,,
MAH16_YAGG_CECR,YAGG,False,Process,True,sample_field,,,,
BARTA21_YAGG_GA3,YAGG,False,Process,True,sample_field,,,,
BARTA21_YAGG_GA4,YAGG,False,Process,True,sample_field,,,,
DU18_YAMSG_X20,YAMSG,False,Process,True,sample_field,,,,
DU18_YAMSG_X10,YAMSG,False,Process,True,sample_field,,,,
HUA19_YAGG_X500,YGG,False,Process,True,sample_field,,,,
MAH16_YGG_CECR,YGG,False,Process,True,sample_field,,,,
FEN08_YSAG_CE05,YSAG,False,Process,True,sample_field,,,,
FEN08_YSAG_CE10,YSAG,False,Process,True,sample_field,,,,
FEN08_YSAG_CE20,YSAG,False,Process,True,sample_field,,,,
FEN08_YSAG_CE40,YSAG,False,Process,True,sample_field,,,,
SUN20_GDLUGAG_LU35,"(Gd,Lu)AG",True,Lattice,True,sample_field,,,,
HUA23_LUYAG_X020,"(Lu,Y)AG",True,Lattice,False,sample_field,,,,
HUA23_LUYAG_X040,"(Lu,Y)AG",True,Lattice,False,sample_field,,,,
HUA23_LUYAG_X060,"(Lu,Y)AG",True,Lattice,False,sample_field,,,,
HUA23_LUYAG_X080,"(Lu,Y)AG",True,Lattice,False,sample_field,,,,
HU15_GD10,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
HU15_GD30,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
HU15_GD40,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
HU15_GD50,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
HU15_GD60,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
HU15_GD70,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
HU15_GD80,"(Y,Gd)AG",True,Lattice,True,sample_field,,,,
LIU19_GDYAG_GD00,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
LIU19_GDYAG_GD10,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
LIU19_GDYAG_GD20,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
LIU19_GDYAG_GD30,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
SHA19_GD06,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
SHA19_GD12,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
SHA19_GD18,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
SHA19_GD24,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
SHA19_GD30,"(Y,Gd)AG",True,Lattice,False,sample_field,,,,
LI24_CSS_CE08,CSS,True,Lattice,True,sample_field,,,,
LI24_CSS_CE02,CSS,True,Lattice,True,sample_field,,,,
LI24_CSS_CE04,CSS,True,Lattice,True,sample_field,,,,
LI24_CSS_CE06,CSS,True,Lattice,True,sample_field,,,,
LI24_CSS_CE10,CSS,True,Lattice,True,sample_field,,,,
LI24_CSS_CE12,CSS,True,Lattice,True,sample_field,,,,
MOR16_GAGG,GAGG,True,Lattice,False,sample_field,,,,
CHE17_GA01,GAGG,True,Lattice,True,sample_field,,,,
CHE17_GA03,GAGG,True,Lattice,True,sample_field,,,,
CHE17_GA04,GAGG,True,Lattice,True,sample_field,,,,
CHE17_GA05,GAGG,True,Lattice,True,sample_field,,,,
CHE17_GA07,GAGG,True,Lattice,True,sample_field,,,,
LIU19_ACS_GAGG_T08,GAGG,True,Lattice,True,sample_field,,,,
HOS19_N4_1600,GGAG,True,Lattice,False,sample_field,,,,
MENG20_GLMS_Z00,GLMS,True,Lattice,True,sample_field,,,,
MENG20_GLMS_Z05,GLMS,True,Lattice,True,sample_field,,,,
MENG20_GLMS_Z10,GLMS,True,Lattice,True,sample_field,,,,
MA21_GSC40_CE04,GSAG,True,Lattice,True,sample_field,,,,
MA21_GSC40_CE06,GSAG,True,Lattice,True,sample_field,,,,
MA21_GSC40_CE08,GSAG,True,Lattice,True,sample_field,,,,
MA21_GSC40_CE10,GSAG,True,Lattice,True,sample_field,,,,
MA21_GSC40_CE12,GSAG,True,Lattice,True,sample_field,,,,
MA21_GYSC00_CE04,Gd-Y-ScAG,True,Lattice,True,sample_field,,,,
ZHO22_LUAG_BASE,LuAG,True,Lattice,True,sample_field,,,,
HUA23_LUYAG_X0999,LuAG,True,Lattice,False,sample_field,,,,
LI16_LUAG_CE003,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE005,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE010,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE020,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE030,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE035,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE040,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE045,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE050,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE055,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE060,LuAG,True,Lattice,False,sample_field,,,,
WANG24_LUAG_CE070,LuAG,True,Lattice,False,sample_field,,,,
ZHO22_GA_X050,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_GA_X100,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_GA_X150,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_GA_X200,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_SC_X050,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_SC_X100,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_GA_X075,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_GA_X125,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_SC_X075,LuAG solid solution,True,Lattice,True,sample_field,,,,
ZHO22_SC_X125,LuAG solid solution,True,Lattice,True,sample_field,,,,
MOR16_LUAGG,LuAGG,True,Lattice,False,sample_field,,,,
YANG26_LUAGG_GA150,LuAGG,True,Lattice,True,sample_field,,,,
YANG26_LUAGG_GA050,LuAGG,True,Lattice,True,sample_field,,,,
YANG26_LUAGG_GA075,LuAGG,True,Lattice,True,sample_field,,,,
YANG26_LUAGG_GA100,LuAGG,True,Lattice,True,sample_field,,,,
YANG26_LUAGG_GA200,LuAGG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE005_GD00,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE005_GD03,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE005_GD06,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE005_GD09,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE007_GD09,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE009_GD09,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE011_GD09,LuGdAG,True,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE013_GD09,LuGdAG,True,Lattice,True,sample_field,,,,
MA20_SCLU15Y15,LuYSAG,True,Lattice,True,sample_field,,,,
MA20_SCLU10Y20,LuYSAG,True,Lattice,True,sample_field,,,,
MA20_SCLU05Y25,LuYSAG,True,Lattice,True,sample_field,,,,
MA20_SCLU00Y30,LuYSAG,True,Lattice,True,sample_field,,,,
NIS11_T02,Y3Al5O12,True,Lattice,True,sample_field,,,,
LI21_CE100_A000,YAG,True,Lattice,True,sample_field,,,,
LI21_CE100_A900,YAG,True,Lattice,True,sample_field,,,,
LI21_CE100_A1000,YAG,True,Lattice,True,sample_field,,,,
LI21_CE100_A1100,YAG,True,Lattice,True,sample_field,,,,
LI21_CE100_A1200,YAG,True,Lattice,True,sample_field,,,,
LI21_CE100_A1300,YAG,True,Lattice,True,sample_field,,,,
LI21_CE100_A1400,YAG,True,Lattice,True,sample_field,,,,
HUA19_YAGG_X000,YAG,True,Lattice,True,sample_field,,,,
WAE14_YAG_CE001_T05,YAG,True,Lattice,True,sample_field,,,,
WAE14_YAG_CE005_T05,YAG,True,Lattice,True,sample_field,,,,
WAE14_YAG_CE010_T05,YAG,True,Lattice,True,sample_field,,,,
MA21_YSC00_CE04,YAG,True,Lattice,True,sample_field,,,,
HU16_CE005_T040,YAG,True,Lattice,True,sample_field,,,,
HU16_CE010_T040,YAG,True,Lattice,True,sample_field,,,,
HU16_CE020_T040,YAG,True,Lattice,True,sample_field,,,,
HU16_CE050_T040,YAG,True,Lattice,True,sample_field,,,,
HU16_CE070_T040,YAG,True,Lattice,True,sample_field,,,,
HU16_CE100_T040,YAG,True,Lattice,True,sample_field,,,,
HU16_CE010_T025,YAG,True,Lattice,True,sample_field,,,,
HU16_CE010_T050,YAG,True,Lattice,True,sample_field,,,,
HU16_CE010_T070,YAG,True,Lattice,True,sample_field,,,,
HU16_CE010_T100,YAG,True,Lattice,True,sample_field,,,,
SHA19_GD00,YAG,True,Lattice,True,sample_field,,,,
LI21_CE020_A000,YAG,True,Lattice,True,sample_field,,,,
LI21_CE040_A000,YAG,True,Lattice,True,sample_field,,,,
LI21_CE060_A000,YAG,True,Lattice,True,sample_field,,,,
LI21_CE080_A000,YAG,True,Lattice,True,sample_field,,,,
SIN17_X0015,YAG,True,Lattice,True,sample_field,,,,
SIN17_X0030,YAG,True,Lattice,True,sample_field,,,,
SIN17_X0050,YAG,True,Lattice,True,sample_field,,,,
SIN17_X0100,YAG,True,Lattice,True,sample_field,,,,
HU15_GD00,YAG,True,Lattice,True,sample_field,,,,
LI16_YAG_CE003,YAG,True,Lattice,False,sample_field,,,,
BARTA21_YAG,YAG,True,Lattice,True,sample_field,,,,
HUA19_YAGG_X100,YAGG,True,Lattice,True,sample_field,,,,
HUA19_YAGG_X200,YAGG,True,Lattice,True,sample_field,,,,
HUA19_YAGG_X300,YAGG,True,Lattice,True,sample_field,,,,
HUA19_YAGG_X400,YAGG,True,Lattice,True,sample_field,,,,
MOR16_YAGG,YAGG,True,Lattice,False,sample_field,,,,
BARTA21_YAGG_GA1,YAGG,True,Lattice,True,sample_field,,,,
BARTA21_YAGG_GA2,YAGG,True,Lattice,True,sample_field,,,,
DU18_YAMSG_X00,YAMSG,True,Lattice,False,sample_field,,,,
DU18_YAMSG_X05,YAMSG,True,Lattice,False,sample_field,,,,
UED11_YSGG_AS,YSGG,True,Lattice,False,sample_field,,,,
UED11_YSGG_O2,YSGG,True,Lattice,False,sample_field,,,,
LIU19_GDYAG_GD40,"(Y,Gd)AG",False,Lattice,False,sample_field,,,,
LIU19_GDYAG_GD50,"(Y,Gd)AG",False,Lattice,False,sample_field,,,,
LIU19_ACS_GAGG_T04,GAGG,False,Lattice,False,sample_field,,,,
LIU19_ACS_GAGG_T06,GAGG,False,Lattice,False,sample_field,,,,
LIU19_ACS_GAGG_T10,GAGG,False,Lattice,False,sample_field,,,,
CHE17_GA09,GAGG,False,Lattice,False,sample_field,,,,
HOS19_M2_1550,GGAG,False,Lattice,False,sample_field,,,,
HOS19_M2_1600,GGAG,False,Lattice,False,sample_field,,,,
HOS19_M2_1615,GGAG,False,Lattice,False,sample_field,,,,
HOS19_M2_1625,GGAG,False,Lattice,False,sample_field,,,,
HOS19_M4_1600,GGAG,False,Lattice,False,sample_field,,,,
HOS19_N2_1550,GGAG,False,Lattice,False,sample_field,,,,
HOS19_N2_1600,GGAG,False,Lattice,False,sample_field,,,,
HOS19_N2_1615,GGAG,False,Lattice,False,sample_field,,,,
HOS19_N2_1625,GGAG,False,Lattice,False,sample_field,,,,
HIR17_GYAG_CE035,GYAG,False,Lattice,False,sample_field,,,,
HIR17_GYAG_CE050,GYAG,False,Lattice,False,sample_field,,,,
HIR17_GYAG_CE065,GYAG,False,Lattice,False,sample_field,,,,
MA21_GYSC20_CE04,Gd-Y-ScAG,False,Lattice,False,sample_field,,,,
MA21_GSC20_CE04,Gd-Y-ScAG,False,Lattice,False,sample_field,,,,
MA21_GSC30_CE04,Gd-Y-ScAG,False,Lattice,False,sample_field,,,,
SUN20_LMAS_CE08,LMAS,False,Lattice,False,sample_field,,,,
SUN20_LMAS_CE02,LMAS,False,Lattice,False,sample_field,,,,
SUN20_LMAS_CE04,LMAS,False,Lattice,False,sample_field,,,,
SUN20_LMAS_CE06,LMAS,False,Lattice,False,sample_field,,,,
SUN20_LMAS_CE10,LMAS,False,Lattice,False,sample_field,,,,
SUN20_LMAS_CE12,LMAS,False,Lattice,False,sample_field,,,,
LIU14_LUAG,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU14_CE03,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU14_CE05,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU14_CE08,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU14_CE10,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU13_AS,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU13_ANN,Lu3Al5O12,False,Lattice,True,sample_field,,,,
XU17_PRISTINE,LuAG,False,Lattice,True,sample_field,,,,
XU17_LIF035,LuAG,False,Lattice,True,sample_field,,,,
ZHO22_SC_X150,LuAG solid solution,False,Lattice,True,sample_field,,,,
ZHO22_SC_X200,LuAG solid solution,False,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE005_GD15,LuGdAG,False,Lattice,True,sample_field,,,,
LING24_LUGDAG_CE005_GD12,LuGdAG,False,Lattice,True,sample_field,,,,
MA20_SCLU30Y00,LuYSAG,False,Lattice,True,sample_field,,,,
MA20_SCLU25Y05,LuYSAG,False,Lattice,True,sample_field,,,,
MA20_SCLU20Y10,LuYSAG,False,Lattice,True,sample_field,,,,
NIS09_T0632,Y3Al5O12,False,Lattice,True,sample_field,,,,
NIS11_T01,Y3Al5O12,False,Lattice,True,sample_field,,,,
NIS11_T03,Y3Al5O12,False,Lattice,True,sample_field,,,,
LIU15_T02,Y3Al5O12,False,Lattice,True,sample_field,,,,
LIU15_T03,Y3Al5O12,False,Lattice,True,sample_field,,,,
LIU15_T05,Y3Al5O12,False,Lattice,True,sample_field,,,,
LIU15_T08,Y3Al5O12,False,Lattice,True,sample_field,,,,
LIU15_T15,Y3Al5O12,False,Lattice,True,sample_field,,,,
YAO19_CE01,Y3Al5O12,False,Lattice,True,sample_field,,,,
YAO19_CE05,Y3Al5O12,False,Lattice,True,sample_field,,,,
YAO19_CE10,Y3Al5O12,False,Lattice,True,sample_field,,,,
YAO19_CE20,Y3Al5O12,False,Lattice,True,sample_field,,,,
ZHU21_PRE1650,Y3Al5O12,False,Lattice,True,sample_field,,,,
ZHU21_PRE1700,Y3Al5O12,False,Lattice,True,sample_field,,,,
ZHU21_PRE1750,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN21_TUBE,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE005_S1,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE005_S2,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE005_S3,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE005_S4,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE005_S5,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE020_S1,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE020_S2,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE020_S3,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE020_S4,Y3Al5O12,False,Lattice,True,sample_field,,,,
SUN19_CE020_S5,Y3Al5O12,False,Lattice,True,sample_field,,,,
HUA23_LUYAG_X000,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0015_2,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0030_2,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0050_2,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0100_2,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0150,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0150_2,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0200,YAG,False,Lattice,True,sample_field,,,,
SIN17_X0200_2,YAG,False,Lattice,True,sample_field,,,,
LI21_CE020_A900,YAG,False,Lattice,True,sample_field,,,,
LI21_CE020_A1000,YAG,False,Lattice,True,sample_field,,,,
LI21_CE020_A1100,YAG,False,Lattice,True,sample_field,,,,
LI21_CE020_A1200,YAG,False,Lattice,True,sample_field,,,,
LI21_CE020_A1300,YAG,False,Lattice,True,sample_field,,,,
LI21_CE020_A1400,YAG,False,Lattice,True,sample_field,,,,
LI21_CE040_A900,YAG,False,Lattice,True,sample_field,,,,
LI21_CE040_A1000,YAG,False,Lattice,True,sample_field,,,,
LI21_CE040_A1100,YAG,False,Lattice,True,sample_field,,,,
LI21_CE040_A1200,YAG,False,Lattice,True,sample_field,,,,
LI21_CE040_A1300,YAG,False,Lattice,True,sample_field,,,,
LI21_CE040_A1400,YAG,False,Lattice,True,sample_field,,,,
LI21_CE060_A900,YAG,False,Lattice,True,sample_field,,,,
LI21_CE060_A1000,YAG,False,Lattice,True,sample_field,,,,
LI21_CE060_A1100,YAG,False,Lattice,True,sample_field,,,,
LI21_CE060_A1200,YAG,False,Lattice,True,sample_field,,,,
LI21_CE060_A1300,YAG,False,Lattice,True,sample_field,,,,
LI21_CE060_A1400,YAG,False,Lattice,True,sample_field,,,,
LI21_CE080_A900,YAG,False,Lattice,True,sample_field,,,,
LI21_CE080_A1000,YAG,False,Lattice,True,sample_field,,,,
LI21_CE080_A1100,YAG,False,Lattice,True,sample_field,,,,
LI21_CE080_A1200,YAG,False,Lattice,True,sample_field,,,,
LI21_CE080_A1300,YAG,False,Lattice,True,sample_field,,,,
LI21_CE080_A1400,YAG,False,Lattice,True,sample_field,,,,
OSI17_CE001,YAG,False,Lattice,True,sample_field,,,,
OSI17_CE010,YAG,False,Lattice,True,sample_field,,,,
OSI17_CE030,YAG,False,Lattice,True,sample_field,,,,
OSI17_CE050,YAG,False,Lattice,True,sample_field,,,,
